id,type,time,author,author_id,re_tweeter,associated_tweet,text,links,hashtags,mentions,reply_count,favorite_count,retweet_count
1228112153888133120,tweet,1581639729000,MissTatiG,117313941,,1228112153888133120,Imagine being on a cruise ship that’s in the middle of the sea with the corona virus on board just waiting to fucking get you. Your a fucking sitting duck. I can imagine you don’t even want to move or breathe in any air in fear that you will get it.,[],[],[],0,0,0
1228112153183387648,tweet,1581639729000,Informedios,3130764539,,1228112153183387648,Este sitio web permite rastrear la propagación global del coronavirus de Wuhan en tiempo real https://grandesmedios.com/rastrear-propagacion-coronavirus/ …,['https://t.co/mjN0kFu2xu'],[],[],0,0,0
1228112149224009729,tweet,1581639728000,NachiiGoo,1192860973767499781,,1228112149224009729,-le tengo más miedo al tiro bajo que al coronavirus JJAJAJAJA https://twitter.com/SabGQu/status/1227342558784868352 …,['https://t.co/aczNVFCqm1'],[],[],0,0,0
1228112144186695686,tweet,1581639727000,WakeUpCanada1,794548575673978880,,1228112144186695686,#CORONAVIRUS https://www.theguardian.com/world/2020/feb/13/japan-reports-first-coronavirus-death-as-44-more-cases-confirmed-aboard-cruise-ship …,['https://t.co/LMjtTN1ARb'],['#CORONAVIRUS'],[],0,0,0
1228112137920425984,tweet,1581639725000,hamada54126707,1167904622834520064,,1228112137920425984,#coronavirus #quarantined #ChinaCoronaVirus #COVID2019 #COVID2019 #Hubei #WSJWhatsNowhttps://twitter.com/WSJ/status/1228106579209121792 …,['https://t.co/x3qJTgQxXX'],"['#coronavirus', '#quarantined', '#ChinaCoronaVirus', '#COVID2019', '#COVID2019', '#Hubei', '#WSJWhatsNow']",[],0,0,0
1228112132308426752,tweet,1581639724000,YoungAtlas11,38090180,,1228112132308426752,"Dont worry guys im sure alex jones has a testosterone boosting anti-coronavirus milkshake to sell us soon. Only then will we be safe.Trust the plan, and remember the past and future are happening at the same time.",[],[],[],0,0,0
1228112131897405441,tweet,1581639724000,Ardent_Grant,17429359,,1228112131897405441,GA Dept Public Health epidemiologist Cherie Drenzek said U.S. @CBP  reviewing airline passengers passports for China travel after #COVID2019 restrictions were instituted earlier this month.#WuhanVirus #gapol#coronavirushttps://www.ajc.com/news/close-200-georgia-residents-are-being-monitored-for-coronavirus/U343j1oHXVLPD6A2EvRO3I/ …,['https://t.co/ekgei4MMh9'],"['#COVID2019', '#WuhanVirus', '#gapol', '#coronavirus']",['@CBP'],0,0,0
1228112126469984262,tweet,1581639722000,richcoops76,1287296934,,1228036362131169280,Is this how Corona virus started?,[],[],[],0,0,0
1228112125966471169,tweet,1581639722000,mlnangalama,578353910,,1228112125966471169,http://dlvr.it/RQ0MjR Eunice Yoon@onlyyoontvDisinfection stations. Security guards in hazmat suits. Beijing today in its battle to beat the #coronavirus. #China @CNBCpic.twitter.com/o90Gs151ka,"['https://t.co/3ZMk8hXeN0', 'https://t.co/o90Gs151ka']","['#coronavirus', '#China']","['@onlyyoontv', '@CNBC']",0,0,0
1228112125702410242,tweet,1581639722000,finzine,748817972970463232,,1228112125702410242,$BARC $JPM Emerging-Market Bonds Have Edge Over Stocks on Coronavirus Risks via http://www.hvper.com/?ref=s,['https://t.co/dU2ohMsCEH'],[],"['@search?q=%24BARC&src=ctag', '@search?q=%24JPM&src=ctag']",0,0,0
1228112125639479296,tweet,1581639722000,RaffaVaz,17188256,,1228112125639479296,"O mais interessante é que várias pessoas estão morrendo na China e não vejo nenhum trend do tipo ""Pray for China"" #coronavirus",[],['#coronavirus'],[],0,0,0
1228112124850950144,tweet,1581639722000,desktrading,2862151648,,1228112124850950144,"AUD/NZD sitting tight on 1.04 handle, awaiting coronavirus updates - FXStreethttps://www.fxstreet.com/news/aud-nzd-sitting-tight-on-104-handle-awaiting-coronavirus-updates-202002132327 …",['https://t.co/lzUhIOd17A'],[],[],0,0,0
1228112122493554688,tweet,1581639721000,YieldReport,1841337522,,1228112122493554688,Household sentiment improves; coronavirus yet to figure in survey  Read here --> http://www.yieldreport.com.au/news/household-sentiment-improves-coronavirus-yet-to-figure-in-survey/ … #ausbiz #coronavirus pic.twitter.com/ZEaaiYZya8,"['https://t.co/LjMvvJm0Hb', 'https://t.co/ZEaaiYZya8']","['#ausbiz', '#coronavirus']",[],0,0,0
1228112120857780224,tweet,1581639721000,primeraplanamx,148414749,,1228112120857780224,¿Por qué hay pocos jóvenes y niños contagiados de coronavirus?   https://bit.ly/2Sp7sXR pic.twitter.com/Xl8mo2QsQW,"['https://t.co/IqL2ghMUGx', 'https://t.co/Xl8mo2QsQW']",[],[],0,0,0
1228112115631828992,tweet,1581639720000,KIIS1065,2200632505,,1228112115631828992,A passenger on a cruise ship docked in Sydney tested for coronavirus. More here >> https://www.kiis1065.com.au/newsroom/passenger-on-cruise-ship-docked-in-sydney-tested-for-coronavirus/ …,['https://t.co/x4m68NjAXm'],[],[],0,0,0
1228112115581345793,tweet,1581639720000,gamepressurecom,621789151,,1228112115581345793,"Feature: What the #coronavirus outbreak means for the future of #PlayStation5 and #XboxSeriesX, and how it already changed the industry: http://bit.ly/2vuNYIe pic.twitter.com/dx9tUCCCzR","['https://t.co/6Uv3ADuyXb', 'https://t.co/dx9tUCCCzR']","['#coronavirus', '#PlayStation5', '#XboxSeriesX']",[],0,0,0
1228112115568787456,tweet,1581639720000,zhuannit,3184093375,,1228112115568787456,"A regular construction site for a regular hospital...you can clearly see it isnt just digging trenches...this is actual construction, and it's normal. This one will also have 5G #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia #CoronaVirusCanada",[],"['#coronavirus', '#CoronavirusOutbreak', '#Wuhan', '#coronaviruschina', '#coronavirusaustralia', '#CoronaVirusCanada']",[],0,0,0
1228112108644192256,tweet,1581639718000,MrJVitale,64449310,,1228104963315949568,Specifically: there were many deaths that occurred with patients that under the previous diagnosis model would not have been counted because they only had a positive CT scan but not a positive coronavirus test.,[],[],[],0,0,0
1228112107033391104,tweet,1581639718000,MaquinasEmpac,838726119226368000,,1228112107033391104,Asesor de la OMS alerta de que el nuevo coronavirus podría infectar a dos tercios de la población mundial... pic.twitter.com/UPkywRYNBX,['https://t.co/UPkywRYNBX'],[],[],0,0,0
1228112102700744705,tweet,1581639717000,SiNCry0,138926108,,1228112102700744705,"#Coronavirus #WuhanfluCoronavirus Update: 60,000 Infected as New Cases Explode, New California Case https://youtu.be/FLVYu2ftgqc  via @YouTube",['https://t.co/Zyt5DOc1Vm'],"['#Coronavirus', '#Wuhanflu']",['@YouTube'],0,0,0
1228112095134277632,tweet,1581639715000,pinguino_verdad,587591706,,1226992083061399557,"Pero subnormal eso es para particulado, las del corona virus  SON PARTICULAS VÍRALES. QUE ENTRAN POR TU POROS COJONES",[],[],[],0,0,0
1228112092764557312,tweet,1581639714000,jeremiahdbebout,2515832703,,1228112092764557312,Booooom #coronavirus #coronavirusoutbreakhttps://twitter.com/grandsupremnews/status/1228111224686116864 …,['https://t.co/QAVY3qdw9G'],"['#coronavirus', '#coronavirusoutbreak']",[],0,0,0
1228112089723658241,tweet,1581639714000,santiagogarci75,389169851,,1228112089723658241,@Kanarion_ hermano el coronavirus te esta afectando,[],[],['@Kanarion_'],0,0,0
1228112079933992960,tweet,1581639711000,MaquinasEmpac,838726119226368000,,1228112079933992960,Asciende a 1.484 el número de muertos por el nuevo coronavirus en China... pic.twitter.com/bQmhlq9HBY,['https://t.co/bQmhlq9HBY'],[],[],0,0,0
1228112079241895936,tweet,1581639711000,MilesTaylor47,2796128924,,1228112079241895936,"$FRO $DHT $TK $TNK $STNG $PXS $NAT $EURN $NNA $HUNT $OET $ASC $INSW $DSSIStranded tankers, full storage tanks: coronavirus leads to crude Tanker DEMURRAGE Fees to more than $100,000 per day. https://reut.rs/3bxfQfw",['https://t.co/OU06LSCjis'],[],"['@search?q=%24FRO&src=ctag', '@search?q=%24DHT&src=ctag', '@search?q=%24TK&src=ctag', '@search?q=%24TNK&src=ctag', '@search?q=%24STNG&src=ctag', '@search?q=%24PXS&src=ctag', '@search?q=%24NAT&src=ctag', '@search?q=%24EURN&src=ctag', '@search?q=%24NNA&src=ctag', '@search?q=%24HUNT&src=ctag', '@search?q=%24OET&src=ctag', '@search?q=%24ASC&src=ctag', '@search?q=%24INSW&src=ctag', '@search?q=%24DSSI&src=ctag']",0,0,0
1228112079103676416,tweet,1581639711000,news16815902,1213898723790446592,,1228112079103676416,Free Porn Offered to Stranded Coronavirus Cruise Ship Passengers https://2020-movie.com/movie/free-porn-offered-to-stranded-coronavirus-cruise-ship-passengers/ …,['https://t.co/TolbdBl5u0'],[],[],0,0,0
1228112074787737601,tweet,1581639710000,WakeUpCanada1,794548575673978880,,1228112074787737601,#CORONAVIRUS https://www.bbc.com/news/world-51495484 …,['https://t.co/quRdo2IkVD'],['#CORONAVIRUS'],[],0,0,0
1228112069117038597,tweet,1581639709000,IndigenaMuisca,1186267855765020672,,1228106826916470784,,[],[],[],0,0,0
1228112067120553984,tweet,1581639708000,morinonekoma,1224315658923659264,,1228112067120553984,"El tema del coronavirus no les da derecho a hacer este tipo de comentarios. Cuando pasó lo del terremoto de México todos fuimos respetuosos porque es así como hay que ser, pero cuando se trata de la gente de Asia automáticamente la moral se les va a la mierda. https://twitter.com/aixandez/status/1227676881891270657 …",['https://t.co/EFOa5Gk3Pe'],[],[],0,0,0
1228112065719676929,tweet,1581639708000,StockheadAU,849115880420069376,,1228112065719676929,Think Big: Investors don’t look worried (yet) about the coronavirus – should they be?http://bit.ly/37r6Ght pic.twitter.com/vHXMXq8De8,"['https://t.co/YtUEazCp1Q', 'https://t.co/vHXMXq8De8']",[],[],0,0,0
1228112063303581696,tweet,1581639707000,juliets_,85567088,,1228112063303581696,新型コロナウィルスの怖いところはこのあたりだと思うのだけど実際にはどこまで調べられているのだろう…。ただのうわさレベルなのかどうなんだろう。→Scientific Puzzles Surrounding the Wuhan Novel Coronavirus  https://www.theepochtimes.com/scientific-puzzles-surrounding-the-wuhan-novel-coronavirus_3225405.html …,['https://t.co/FqaoiR5NEC'],[],[],0,0,0
1228112058216046594,tweet,1581639706000,pitrufa,110452216,,1228106847468576768,Hay un par de cosas que nunca llegaron y lo otro y aunque se lea absurdo el tema del coronavirus no está tan claro o controlado como se dice.,[],[],[],0,0,0
1228112056735256577,tweet,1581639706000,MrsOpenminded,1056545125,,1228112056735256577,MSN News:How Soon Can Scientists Fine a Coronavirus Vaccine?ANSWER: 3 Monthshttp://www.msn.com/en-us/health/medical/how-soon-can-scientists-find-a-coronavirus-vaccine/ar-BBZYGS3?li=BBnb7Kz&ocid=iehp …pic.twitter.com/Quv8SJwZ5x,"['https://t.co/FRwiHrqwfF', 'https://t.co/Quv8SJwZ5x']",[],[],0,0,0
1228112055053406209,tweet,1581639705000,4everwithken,425786896,,1228112055053406209,This can be the most scary part of not coronavirus but what China does and hides. https://twitter.com/BBCWorld/status/1228108290074251265 …,['https://t.co/m3glIEMSyY'],[],[],0,0,0
1228112049869328385,tweet,1581639704000,JosephMotiki,1199780046,,1228112049869328385,"Walking on King St. E. in -20C when I blew my nose. A young girl 15 feet away cowered like I was coming for her lunch money, and a guy behind me yelled ""SARS!""This #Coronavirus angst is real.#WuhanWuhanGotYouAllInCheckhttps://youtu.be/DOZ6xQ4PlOM",['https://t.co/N2jVsFc6nh'],"['#Coronavirus', '#WuhanWuhanGotYouAllInCheck']",[],0,1,0
1228112048099352576,tweet,1581639704000,Petchary,175176750,,1228112048099352576,"And by the way @televisionjam Your news re: #coronavirus is out of date. All three who were in isolation have tested negative, not just the first one. @shemalamitchell",[],['#coronavirus'],"['@televisionjam', '@shemalamitchell']",0,1,0
1228112047625379842,tweet,1581639704000,NicolasDVillar1,1227684155493928960,,1228108045475024897,"Contraction in Germany, Japan, India and now China from Coronavirus. The US will almost certainly follow once unemployment starts to increase. The yield curve probably wasn't wrong after all.",[],[],[],0,0,0
1228112044983017472,tweet,1581639703000,Dnjairus,25630808,,1228112044983017472,Así imponen la cuarentena en china #coronavirus https://twitter.com/anonymous196307/status/1226422443956264963 …,['https://t.co/BmdCtk8lKZ'],['#coronavirus'],[],0,0,0
1228112044827783173,tweet,1581639703000,moneymakerbr,775109448868196352,,1228112044827783173,1. Difícil saber o quanto aqueles que me segue na Inversa realmente implementam as sugestões que coloco semanalmente.Recompor caixa foi nossa busca desse novembro. Lógico que nem tinha ideia de Corona vírus pela frente.Hoje estamos com pouco mais de 40% em caixa.,[],[],[],1,0,0
1228112041388466176,tweet,1581639702000,PortaSong,1214275192823808000,,1228112041388466176,The US has of course offered to help - Sources: Five N. Koreans died from coronavirus infections https://www.dailynk.com/english/sources-five-north-koreans-died-coronavirus-infections/ … via @The_Daily_NK,['https://t.co/E1GwQw17J0'],[],['@The_Daily_NK'],0,0,0
1228112637482893313,tweet,1581639844000,JayJay03038181,1223192168338272261,,1228088118621954048,"The media have clearly got it in for Boris & his government. Every day the knives are out. They haven’t got around to blaming him for the Corona virus yet, but there’s time I suppose.",[],[],[],0,0,1
1228112634370650113,tweet,1581639843000,snaglet,40365839,,1228111481775906816,Corona virus,[],[],[],0,0,1
1228112633947017216,tweet,1581639843000,Sportsgriduk,815505489119379457,,1228112633947017216,Coronavirus: Hong Kong Sevens organisers relieved to avoid cancellation after taking decision to postpone showpiece http://dlvr.it/RQ0Mvv pic.twitter.com/fhxOrdxdHq,"['https://t.co/7WhZZ0WIJq', 'https://t.co/fhxOrdxdHq']",[],[],0,0,0
1228112633167040513,tweet,1581639843000,Nomuchodeque,125076571,,1228087371461201920,"Daleeee no es tan importante, en estas instancias, tociendo o no tociendo, el coronavirus va creciendo",[],[],[],0,0,0
1228112632865021954,tweet,1581639843000,BellerHealth,1381038841,,1228112632865021954,"Medical Analysis |  China reports big rise in coronavirus deaths, WHO sees no 'tip of iceberg' http://feeds.reuters.com/~r/reuters/healthNews/~3/cdJIME0HBjE/china-reports-big-rise-in-coronavirus-deaths-who-sees-no-tip-of-iceberg-idUSKBN207025 … #healthpic.twitter.com/uxENvrSZOx","['https://t.co/RpgsZdbCyb', 'https://t.co/uxENvrSZOx']",['#health'],[],0,0,0
1228112631954673665,tweet,1581639843000,cahulaan,48470839,,1228112631954673665,"Hunt on for 'patient zero' who spread coronavirus globally from Singapore: SINGAPORE/SEOUL/LONDON (Reuters) - As lion dancers snaked between conference room tables laden with plastic bottles, pens, notebooks… http://dlvr.it/RQ0MwD  #25thAmendmentNow #ImpeachTrump #TheResistancepic.twitter.com/jDq6VK0wQI","['https://t.co/nwtjKLf0C9', 'https://t.co/jDq6VK0wQI']","['#25thAmendmentNow', '#ImpeachTrump', '#TheResistance']",[],0,0,0
1228112630969061376,tweet,1581639843000,HPTarget,195065032,,1228112630969061376,Nvidia CEO: Coronavirus caution shaves $100 million from Q1 expectations http://dlvr.it/RQ0Mvy  #information #technologypic.twitter.com/a0vPd5jEXN,"['https://t.co/zamU9ZOtWF', 'https://t.co/a0vPd5jEXN']","['#information', '#technology']",[],0,0,0
1228112630922924032,tweet,1581639843000,techrdv,719305651520999424,,1228112630922924032,Nvidia CEO: Coronavirus caution shaves $100 million from Q1 expectations http://bit.ly/2vAtMon pic.twitter.com/AanR2BsuTy,"['https://t.co/cIlj816e84', 'https://t.co/AanR2BsuTy']",[],[],0,0,0
1228112627194306560,tweet,1581639842000,kingtaliban,269911371,,1228100554389368832,Coronavirus,[],[],[],0,0,0
1228112625923502081,tweet,1581639841000,Infox99999,1104168535125831680,,1228112625923502081,#CoronaCamps #coronavirus #China #Censorship#preparedness #news @UniteAmerica1st  https://youtu.be/-Ie-dlKApjI,['https://t.co/ZkoFrps7Av'],"['#CoronaCamps', '#coronavirus', '#China', '#Censorship', '#preparedness', '#news']",['@UniteAmerica1st'],0,0,0
1228112622396018689,tweet,1581639841000,NaholyFernandez,287288648,,1228112622396018689,Pague el cáncer y lleve gratis su corona virus. Promoción exclusiva con Visa débito. pic.twitter.com/8Yfd1jzLBg,['https://t.co/8Yfd1jzLBg'],[],[],0,0,0
1228112620311523329,tweet,1581639840000,mmichaels_21,380984905,,1228112620311523329,Asia Crypto Conferences Getting Postponed Due to Coronavirus Threat http://bit.ly/38jjozY,['https://t.co/tRgHdxqrwe'],[],[],0,0,0
1228112619212623878,tweet,1581639840000,SCMPNews,23922797,,1228112619212623878,Coronavirus: Macau will give residents 2.2 billion patacas worth of vouchers to boost economy once outbreak is over https://www.scmp.com/news/hong-kong/politics/article/3050557/coronavirus-macau-will-give-residents-22-billion-patacas?utm_term=Autofeed&utm_medium=Social&utm_content=article&utm_source=Twitter#Echobox=1581639498 …,['https://t.co/1QfgEh08NE'],[],[],0,0,0
1228112618872639488,tweet,1581639840000,HotNewHipHop,24036264,,1228112618872639488,".@jeanniemai addressed the ""hurtful"" #coronavirus insults that she and @Jeezy have been getting https://www.hotnewhiphop.com/jeannie-mai-and-jeezy-coronavirus-troll-the-real-host-responds-news.103717.html …",['https://t.co/AH649l2Igi'],['#coronavirus'],"['@jeanniemai', '@Jeezy']",0,1,0
1228112618864332803,tweet,1581639840000,zhuannit,3184093375,,1228112618864332803,CORONAVIRUS: Professor Neil Ferguson states on the COVID-19 Outbreak “We’re at the eary stages of a global pandemic” (BBC News)#covid19 #coronavirus #coronavirusoutbreak,[],"['#covid19', '#coronavirus', '#coronavirusoutbreak']",[],0,0,0
1228112616175886337,tweet,1581639839000,rialpema,297625959,,1228110644701999105,"Si desgraciadamente estás viva después de siete días, no era coronavirus..",[],[],[],0,0,0
1228112615525752832,tweet,1581639839000,Chairman_GTVRG,765318905522946048,,1228112615525752832,GTVRG e.V.: US RESPONSE TO CORONAVIRUS https://gtvrg.blogspot.com/2020/02/us-response-to-coronavirus.html?spref=tw …,['https://t.co/cx36dQuiXJ'],[],[],0,0,0
1228112613617389573,tweet,1581639838000,toomuchsauce007,4841941034,,1228111279740641282,Corona virus,[],[],[],0,0,0
1228112608819105792,tweet,1581639837000,Gnoiser2,2517894649,,1228112608819105792,Que miedo @Ali_Ment0s,[],[],['@Ali_Ment0s'],0,0,0
1228112608559058945,tweet,1581639837000,Socrates136511,810836431505657856,,1228112608559058945,#China #Coronavirus Los cuervos han invadido algunas ciudades atraídos por el olor a muerte. pic.twitter.com/TNgLwuYEwv,['https://t.co/TNgLwuYEwv'],"['#China', '#Coronavirus']",[],0,0,0
1228112608013668352,tweet,1581639837000,financialnewsn,795927545170432001,,1228112608013668352,#HongKong #HongKongProtests #Pakistan #Kashmir #Malaysia #Philippines #Russia #Germany #Italy #Ukraine #uk #Brexit #Valentine #BiggBossFinale #BiggBos13 #coronavirus #CoronavirusOutbreak #coronaviruschinahttps://twitter.com/financialnewsn/status/1228089837120450562 …,['https://t.co/VMx7EXSCv1'],"['#HongKong', '#HongKongProtests', '#Pakistan', '#Kashmir', '#Malaysia', '#Philippines', '#Russia', '#Germany', '#Italy', '#Ukraine', '#uk', '#Brexit', '#Valentine', '#Valentine', '#BiggBossFinale', '#BiggBos13', '#coronavirus', '#CoronavirusOutbreak', '#coronaviruschina']",[],0,0,0
1228112606889512960,tweet,1581639837000,golivetv_ca,1021488390053670913,,1228112606889512960,Live Com Juliano D' Lucca - Dia 13 de Fev 2020 - Homem Ceima Dinhero - Cai para seis o número de casos suspeitos de coronavírus no Brasil - Putin diz que casamento só entre ‘homem e mulher’ - 27 países aderem à Aliança Internacional pela Liberdade Religio https://www.pscp.tv/w/cRXgHTFlV0V5ckxOQkpvUUF8MVprS3pMQldZYVJKdumAOigXwLFdbtFUx9YfD3uUX4p45OVPEks2ys0UD4YU …,['https://t.co/KNGpzM8xxO'],[],[],0,0,0
1228112598752735233,tweet,1581639835000,alvarojroa,751285982,,1228112598752735233,Sobre el caso de coronavirus en Bucaramanga pic.twitter.com/S78fKpKZjp,['https://t.co/S78fKpKZjp'],[],[],0,0,0
1228112598043942913,tweet,1581639835000,MickiMillar,1095362404526026752,,1228112598043942913,"Royal Caribbean cancels 18 cruises, warns coronavirus hit to yearly profit - Reuters https://apple.news/AwwjdWjrlRKK8_BN0ylpsoA …",['https://t.co/xsgiYn66Dc'],[],[],0,0,0
1228112596328484865,tweet,1581639834000,WeWuzTrumpet,791627512170373120,,1228112201098989570,Good idea,[],[],[],0,1,0
1228112594562625538,tweet,1581639834000,pcsp2882,197932725,,1228112594562625538,"CNN http://xn--mxico-bsa.comméxico.com : El ABC del coronavirus: qué es, cómo se contagia, a quién afecta y cómo se previene.https://cnnespanol.cnn.com/2020/02/13/el-abc-del-coronavirus-que-es-como-se-contagia-a-quien-afecta-y-como-se-previene/ …a través de @GoogleNews","['https://t.co/zYqyWuDBfz', 'https://t.co/o5EzmB9iTo']",[],['@googlenews'],0,0,0
1228112594457780227,tweet,1581639834000,Lxxffy,3076080875,,1228112215909076992,Vendras con mi regalo ? Sino voy al aeropuerto  y grito que tienes coronavirus eh,[],[],[],0,0,0
1228112593967046661,tweet,1581639834000,perrxmuertx,1051297580532060160,,1228112593967046661,Kakashi sensei fue el primero que se protegió contra el coronavirus.,[],[],[],0,0,0
1228112593316990977,tweet,1581639834000,Owsool,1179338109609299972,,1228112593316990977,"Les tests du Coronavirus durent 3 h à  5h par de temps pour obtenir des résultats négatifs ou positifs. Walahi Afrique 0,00001 % meunouko cii lii...Naniou saakho niiaan yii rék, Yalla weuyy diniou mousseul cii baala bi.",[],[],[],0,0,0
1228112591060262912,tweet,1581639833000,fllavea,2243092639,,1228112591060262912,"qnd vc se achar um lixo total lembra de mim q a mãe da qlqr desculpa pra se afastar, hj a desculpa de n querer abraço foi pq ela viu um médico chinês dizendo p evitar abraço e beijo por causa do corona virus k",[],[],[],0,0,0
1228112584181764099,tweet,1581639831000,igiuvna,1092476157407232000,,1228112584181764099,Próprio coronavirus do inter cara https://twitter.com/1909Geh/status/1227943863609909248 …,['https://t.co/FVdihqDFdO'],[],[],0,0,0
1228112581132476416,tweet,1581639831000,Caalf1,1040410419393961985,,1228112581132476416,Las muertes y contagios causadas por varias enfermedades comparadas con el coronavirus. pic.twitter.com/6omdxIuy11,['https://t.co/6omdxIuy11'],[],[],0,0,0
1228112574178263042,tweet,1581639829000,IturriagaRomina,1071459919306592256,,1228082547109875713,,[],[],[],0,0,0
1228112571959373824,tweet,1581639829000,rvrcurrent,798937330891427840,,1228112571959373824,Coronavirus: Epidemic of Fear-Based Journalism https://youtu.be/E9to3jP3bAU  via @YouTube,['https://t.co/LeTzRzIAw6'],[],['@YouTube'],0,0,0
1228112571758235655,tweet,1581639828000,HstwLs,1182031990016622592,,1228112571758235655,A pessoa fica brincando com esse negócio de coronavírus Sendo que é uma coisa séria.,[],[],[],0,0,0
1228112571435118592,tweet,1581639828000,DionneSonio,1225296874703187968,,1228112571435118592,"How to Protect Yourself From Coronavirus: Transmission, Prevention and T... https://youtu.be/TWKvBH0B8PY  via @YouTube",['https://t.co/RYzY6klR6y'],[],['@YouTube'],0,0,0
1228112565269561350,tweet,1581639827000,bpbriper,1116350609014382592,,1228112565269561350,Nearly 800 Britons are tested for the killer coronavirus in a day https://mol.im/a/8000819  @MailOnline,['https://t.co/CgMHpfcFgS'],[],['@MailOnline'],0,0,0
1228112563994578944,tweet,1581639827000,Marc_McLovin,4220715161,,1228112563994578944,some of these people probably google Corona Virus a couple thousand times a day   and anything remotely odd is posted as being from today and related to the virus,[],[],[],0,0,0
1228112561972727809,tweet,1581639826000,AdeptNInja,2374868846,,1228112561972727809,"Like, seriously about the diaper models. Don’t they know they’re attractive enough to mod for cooler things?#gang #science #coronavirus",[],"['#gang', '#science', '#coronavirus']",[],0,0,0
1228112556696338434,tweet,1581639825000,GrimmRoy,2590587253,,1228112556696338434,The largest population of the corona virus cases outside of Mainland China is abord a cruise ship docked in Japan. @RealJamesWoods https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6 …,['https://t.co/QaJf7mGQpy'],[],['@RealJamesWoods'],0,0,0
1228113396442288128,tweet,1581640025000,Lin_ling_88,51932290,,1228113396442288128,#CoronaVirus#COVID19#2019-nCoV#Super_fast #PCR_based analyzer launched by $LXXGF $LXG.vhttps://twitter.com/lin_ling_88/status/1228109933473824773 …,['https://t.co/8fNPgVug5P'],"['#CoronaVirus', '#COVID19', '#Super_fast', '#PCR_based']","['@search?q=%24LXXGF&src=ctag', '@search?q=%24LXG.v&src=ctag']",0,0,0
1228113395909582855,tweet,1581640025000,contrapuntovzla,2400260346,,1228113395909582855,#13Feb Países e instituciones de la Unión Europea analizaron este #13Feb cómo hacer frente conjuntamente a la crisis sanitaria del coronavirus. http://bit.ly/31QiyIB pic.twitter.com/gKWJ2uBodx,"['https://t.co/pOBHTxhTBG', 'https://t.co/gKWJ2uBodx']","['#13Feb', '#13Feb']",[],0,0,0
1228113395217522689,tweet,1581640025000,simonefloris7,2209523216,,1228083365494108163,Il corona virus è colpa del liberismo.,[],[],[],0,0,0
1228113394500112384,tweet,1581640025000,Kalena71,253251269,,1228113394500112384,Coronavirus Truth - Part 6 https://youtu.be/Ik0uRxY5Zto  via @YouTube  Please watch & Share,['https://t.co/Jv459N447v'],[],['@YouTube'],0,0,0
1228113393992683521,tweet,1581640025000,One_Health_In,1223500902629167106,,1228113393992683521,"How did #coronavirus spread to the United Kingdom? Here is a neat info-graph from a @BBCWorld article, as they explain ""Britain's race to contain the coronavirus""! #COVID19 #CoronavirusOutbreak @BBCNews @BBCBreaking #UnitedKingdom https://www.bbc.com/news/health-51481210 …pic.twitter.com/bR7IEVG3eS","['https://t.co/jtBNQkNKK1', 'https://t.co/bR7IEVG3eS']","['#coronavirus', '#COVID19', '#CoronavirusOutbreak', '#UnitedKingdom']","['@BBCWorld', '@BBCNews', '@BBCBreaking']",0,0,0
1228113390259724288,tweet,1581640024000,yogendrapal72,140362670,,1228113390259724288,"Coronavirus: No change in outbreak despite China spike, WHO says #coronavirus #coronarvirues #CoronaOutbreak #Wuhan #Chinahttps://www.bbc.com/news/world-51495484 …",['https://t.co/0yAExmuMU4'],"['#coronavirus', '#coronarvirues', '#CoronaOutbreak', '#Wuhan', '#China']",[],0,0,0
1228113389026566144,tweet,1581640023000,skinnergj,256478435,,1228113389026566144,"Japan records first coronavirus death, two taxi drivers test positive - Reuters https://www.reuters.com/article/us-china-health-japan-ship/japan-records-first-coronavirus-death-two-taxi-drivers-test-positive-idUSKBN20708N?feedType=RSS&feedName=healthNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+reuters%2FhealthNews+%28Reuters+Health+News%29 … via @skinnergj",['https://t.co/6X25v2U9e3'],[],['@skinnergj'],0,0,0
1228113384131817474,tweet,1581640022000,Nobby_greens,297352182,,1228113384131817474,Cruise ship is placed into lockdown in Sydney Harbour https://mol.im/a/8002211  #auspol  #coronavirus,['https://t.co/BNnTpdjEoS'],"['#auspol', '#coronavirus']",[],0,0,0
1228113382886330373,tweet,1581640022000,noticiasdelmun4,1548332060,,1228113382886330373,Aíslan a familia de paciente sospechoso de coronavirus en Monterrey | https://www.notiulti.com/aislan-a-familia-de-paciente-sospechoso-de-coronavirus-en-monterrey/ …,['https://t.co/90pWsgmLrV'],[],[],0,0,0
1228113372421464069,tweet,1581640019000,l_MendesSader,816130649274937344,,1228112949828558848,se Deus quiser ou eu pego uma coronavirus e morro,[],[],[],0,0,0
1228113371108532224,tweet,1581640019000,Gingerkelley77,785254322669924353,,1228113371108532224,Economists Think China’s Growth Will Suffer A Steep Coronavirus Drop http://bit.ly/2SsZMnL  via @BreitbartNews,['https://t.co/sB0l3Z1iSX'],[],['@BreitbartNews'],0,0,0
